Gram Stain,Domain,Phylum,Class,Order,Family,Genus,Species,Organism Name,Culture Collection (Strain),GENRE Filename,HOMD Sequence ID,NCBI Taxon ID,ftp for NCBI genome,NCBI Accession,Kbase ID,HOMD HOT ID,Kbase download notes
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],Peptostreptococcus,stomatis,Peptostreptococcus stomatis,"DSM 17678, W2278",Peptostreptococcus_stomatis_DSM_17678.mat                ,SEQF1393,596315,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/675/GCF_000147675.1_ASM14767v1,'GCF_000147675.1',2602,112,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],Peptostreptococcus,anaerobius,Peptostreptococcus anaerobius,653-L,Peptostreptococcus_anaerobius_653-L.mat                  ,SEQF1921,596329,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/095/GCF_000178095.1_ASM17809v1,'GCF_000178095.1',2613,542,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],Peptostreptococcus,anaerobius,Peptostreptococcus anaerobius,DSM 2949,Peptostreptococcus_anaerobius_DSM_2949.mat               ,SEQF2506,1122950,ftp://ftp.ncbi.nlm.nih.gov/genomes/refseq/bacteria/Peptostreptococcus_anaerobius/all_assembly_versions/GCF_000318115.1_ASM31811v1,'GCF_000318115.1',29656,542,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae [XV],Eubacterium,limosum,Eubacterium limosum,KIST612,Eubacterium_limosum_KIST612.mat                          ,SEQF1927,903814,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/152/245/GCF_000152245.2_ASM15224v2,'GCF_000152245.2',3647,655,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae [XV],Pseudoramibacter,alactolyticus,Pseudoramibacter alactolyticus,ATCC 23263,Pseudoramibacter_alactolyticus_ATCC_23263.mat            ,SEQF1993,887929,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/505/GCF_000185505.1_ASM18550v1,'GCF_000185505.1',3589,538,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales [F-3],Clostridiales [F-3][G-1],sp. oral taxon 876,Clostridiales [F-1][G-1] sp. oral taxon 876,F0540,Clostridiales_[F-1][G-1]_oral_taxon_876_F0540.mat        ,SEQF2456,1321778,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/466/585/GCF_000466585.1_ASM46658v1,'GCF_000466585.1',209874,876,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],Peptostreptococcaceae [XI][G-7],[Eubacterium] yurii subsps. yurii & margaretiae,Eubacterium yurii subsp. margaretiae,ATCC 43715,Eubacterium_yurii_margaretiae_ATCC_43715.mat             ,SEQF1912,864565,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/855/GCF_000146855.1_ASM14685v1,'GCF_000146855.1',3448,377,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],Filifactor,alocis,Filifactor alocis,ATCC 35896,Filifactor_alocis_ATCC_35896.mat                         ,SEQF1018,546269,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/895/GCF_000163895.2_ASM16389v2,'GCF_000163895.2',26890,539,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,indolicus,Peptoniphilus indolicus,ATCC 29427,Peptoniphilus_indolicus_ATCC_29427.mat                   ,SEQF1974,997350,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/315/GCF_000227315.1_ASM22731v1,'GCF_000227315.1',28898,840,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,lacrimalis,Peptoniphilus lacrimalis,315-B,Peptoniphilus_lacrimalis_315-B.mat                       ,SEQF1795,596330,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/955/GCF_000176955.1_ASM17695v1,'GCF_000176955.1',2614,836,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,lacrimalis,Peptoniphilus lacrimalis,DSM 7455,Peptoniphilus_lacrimalis_DSM_7455.mat                    ,SEQF2505,1122949,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/725/GCF_000378725.1_ASM37872v1,'GCF_000378725.1',29655,836,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,lacrimalis,Peptoniphilus sp. oral taxon 836,F0141,Peptoniphilus_oral_taxon_836_F0141.mat                   ,SEQF1681,768724,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/335/GCF_000179335.1_ASM17933v1,'GCF_000179335.1',3379,836,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,sp. oral taxon 386,Peptoniphilus sp. oral taxon 386,F0131,Peptoniphilus_oral_taxon_386_F0131.mat                   ,SEQF1472,575609,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/945/GCF_000090945.1_ASM9094v1,'GCF_000090945.1',2465,386,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,sp. oral taxon 375,Peptoniphilus sp. oral taxon 375,F0436,Peptoniphilus_oral_taxon_375_F0436.mat                   ,SEQF1855,879308,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/565/GCF_000221565.1_ASM22156v1,'GCF_000221565.1',27979,375,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilaceae [G-1],sp. oral taxon 113,Peptostreptococcaceae [13][G-1] sp. oral taxon 113,W5053,Peptostreptococcacea_[13][G-1]_oral_taxon_113_W5053.mat  ,SEQF2443,1321784,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/467/935/GCF_000467935.1_ASM46793v1,'GCF_000467935.1',209878,113,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Parvimonas,micra,Parvimonas micra,ATCC 33270,Parvimonas_micra_ATCC_33270.mat                          ,SEQF1029,411465,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/405/GCF_000154405.1_ASM15440v1,'GCF_000154405.1',1360,111,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Parvimonas,sp. oral taxon 393,Parvimonas sp. oral taxon 393,F0440,Parvimonas_oral_taxon_393_F0440.mat                      ,SEQF1857,944565,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/315/GCF_000223315.1_ASM22331v1,'GCF_000223315.1',28501,393,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Parvimonas,sp. oral taxon 110,Parvimonas sp. oral taxon 110,F0139,Parvimonas_oral_taxon_110_F0139.mat                      ,SEQF1676,767100,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/475/GCF_000214475.1_ASM21447v1,'GCF_000214475.1',3367,110,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Finegoldia,magna,Finegoldia magna,ATCC 29328,Finegoldia_magna_ATCC_29328.mat                          ,SEQF2435,334413,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/185/GCF_000010185.1_ASM1018v1,'GCF_000010185.1',927,662,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Finegoldia,magna,Finegoldia magna,BVS033A4,Finegoldia_magna_BVS033A4.mat                            ,SEQF2062,866773,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/695/GCF_000179695.1_ASM17969v1,'GCF_000179695.1',3460,662,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Anaerococcus,prevotii,Anaerococcus prevotii,"DSM 20548, PC1, ATCC 9321",Anaerococcus_prevotii_DSM_20548.mat                      ,SEQF1083,525919,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/105/GCF_000024105.1_ASM2410v1,'GCF_000024105.1',2043,738,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Anaerococcus,tetradius,Anaerococcus tetradius,ATCC 35098,Anaerococcus_tetradius_ATCC_35098.mat                    ,SEQF1728,525255,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/095/GCF_000159095.1_ASM15909v1,'GCF_000159095.1',1981,788,
Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Anaerococcus,lactolyticus,Anaerococcus lactolyticus,ATCC 51172,Anaerococcus_lactolyticus_ATCC_51172.mat                 ,SEQF1982,525254,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/156/575/GCF_000156575.1_ASM15657v1,'GCF_000156575.1',1980,859,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sputigena,Selenomonas sputigena,ATCC 35185,Selenomonas_sputigena_ATCC_35185.mat                     ,SEQF1598,546271,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/495/GCF_000160495.1_ASM16049v1,'GCF_000160495.1',2191,151,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 478,Selenomonas sp. oral taxon 478,F0592,Selenomonas_oral_taxon_478_F0592.mat                     ,SEQF2752,712538,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/189/555/GCF_001189555.1_ASM118955v1,'GCF_001189555.1',external,478,"manually uploaded genome, annotated with RAST"
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 149,Selenomonas sp. oral taxon 149,"67H29BP, F0410",Selenomonas_oral_taxon_149_67H29BP.mat                   ,SEQF1914,864563,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/365/GCF_000146365.1_ASM14636v1,'GCF_000146365.1',3446,149,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Centipeda,periodontii,Centipeda periodontii,DSM 2778,Centipeda_periodontii_DSM_2778.mat                       ,SEQF1958,888060,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/975/GCF_000213975.1_ASM21397v1,'GCF_000213975.1',3596,726,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,infelix,Selenomonas infelix,ATCC 43532,Selenomonas_infelix_ATCC_43532.mat                       ,SEQF1673,679201,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/234/095/GCF_000234095.1_Sele_infe_ATCC_43532_V1,'GCF_000234095.1',27342,639,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 138,Selenomonas sp. oral taxon 138,F0429,Selenomonas_oral_taxon_138_F0429.mat                     ,SEQF1951,1127695,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/175/GCF_000318175.2_ASM31817v2,'GCF_000318175.2',29764,138,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 892,Selenomonas sp. oral taxon 892,F0426,Selenomonas_oral_taxon_892_F0426.mat                     ,SEQF2454,1321786,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/035/GCF_000468035.1_ASM46803v1,'GCF_000468035.1',209879,892,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,flueggei,Selenomonas flueggei,ATCC 43531,Selenomonas_flueggei_ATCC_43531.mat                      ,SEQF1616,638302,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/695/GCF_000160695.1_ASM16069v1,'GCF_000160695.1',2711,125,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,artemidis,Selenomonas artemidis,DSM 19719,Selenomonas_artemidis_DSM_19719.mat                      ,SEQF2584,1123249,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/665/GCF_000426665.1_ASM42666v1,'GCF_000426665.1',207274,124,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,artemidis,Selenomonas artemidis,F0399,Selenomonas_artemidis_F0399.mat                          ,SEQF1697,749551,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/125/GCF_000187125.1_ASM18712v1,'GCF_000187125.1',3214,124,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 137,Selenomonas sp. oral taxon 137,F0430,Selenomonas_oral_taxon_137_F0430.mat                     ,SEQF1858,879310,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/625/GCF_000183625.1_ASM18362v1,'GCF_000183625.1',3557,137,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 133,Selenomonas sp. oral taxon 133,F0473,Selenomonas_oral_taxon_133_F0473.mat                     ,SEQF1890,999423,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/545/GCF_000315545.1_Seleno_sp_F0473_V1,'GCF_000315545.1',28936,133,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,noxia,Selenomonas noxia,ATCC 43541,Selenomonas_noxia_ATCC_43541.mat                         ,SEQF1593,585503,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/555/GCF_000160555.1_ASM16055v1,'GCF_000160555.1',2532,130,
Positive,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,rogosae,Veillonella sp. oral taxon 158,F0412,Veillonella_oral_taxon_158_F0412.mat                     ,SEQF1698,879309,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/505/GCF_000183505.1_ASM18350v1,'GCF_000183505.1',3556,158,
Positive,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,parvula,Veillonella parvula,ATCC 17745,Veillonella_parvula_ATCC_17745.mat                       ,SEQF1058,29466,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/335/GCF_001553335.1_ASM155333v1,'GCF_001553335.1',2971,161,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,parvula,Veillonella parvula,"DSM 2008, Te3, ATCC 10790, JCM 1297",Veillonella_parvula_DSM_2008.mat                         ,SEQF1496,479436,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/945/GCF_000024945.1_ASM2494v1,'GCF_000024945.1',1737,161,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,dispar,Veillonella dispar,ATCC 17748,Veillonella_dispar_ATCC_17748.mat                        ,SEQF1159,546273,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/015/GCF_000160015.1_ASM16001v1,'GCF_000160015.1',2193,160,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,atypica,Veillonella atypica,ACS-134-V-Col7a,Veillonella_atypica_ACS-134-V-Col7a.mat                  ,SEQF1918,866778,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/755/GCF_000179755.1_ASM17975v1,'GCF_000179755.1',3465,524,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,sp. oral taxon 780,Veillonella sp. oral taxon 780,F0422,Veillonella_oral_taxon_780_F0422.mat                     ,SEQF1859,944564,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/605/GCF_000221605.1_ASM22160v1,'GCF_000221605.1',28500,780,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaeroglobus,geminatus,Anaeroglobus geminatus,F0357,Anaeroglobus_geminatus_F0357.mat                         ,SEQF1880,861450,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/275/GCF_000239275.1_ASM23927v1,'GCF_000239275.1',27833,121,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,micronuciformis,Megasphaera micronuciformis,F0359,Megasphaera_micronuciformis_F0359.mat                    ,SEQF1685,706434,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/735/GCF_000165735.1_ASM16573v1,'GCF_000165735.1',3056,122,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,invisus,Dialister invisus,DSM 15470,Dialister_invisus_DSM_15470.mat                          ,SEQF1103,592028,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/055/GCF_000160055.1_ASM16005v1,'GCF_000160055.1',2571,118,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,micraerophilus,Dialister micraerophilus,DSM 19965,Dialister_micraerophilus_DSM_19965.mat                   ,SEQF1959,888062,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/985/GCF_000194985.1_ASM19498v1,'GCF_000194985.1',3597,843,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Mitsuokella,multacida,Mitsuokella multacida,"DSM 20544, A 405-1, ATCC 27723, NCTC 10",Mitsuokella_multacida_DSM_20544.mat                      ,SEQF1092,500635,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/955/GCF_000155955.1_ASM15595v1,'GCF_000155955.1',1832,684,
Negative,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Mitsuokella,sp. oral taxon 131,Mitsuokella sp. oral taxon 131,W9106,Mitsuokella_oral_taxon_131_W9106.mat                     ,SEQF2446,1321781,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/469/545/GCF_000469545.1_ASM46954v1,'GCF_000469545.1',209876,131,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pneumoniae,Streptococcus pneumoniae,AP200,Streptococcus_pneumoniae_AP200.mat                       ,SEQF1929,574093,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/975/GCF_000146975.1_ASM14697v1,'GCF_000146975.1',2440,734,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,mitis,Streptococcus mitis,ATCC 6249,Streptococcus_mitis_ATCC_6249.mat                        ,SEQF1998,864567,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/585/GCF_000146585.1_ASM14658v1,'GCF_000146585.1',3450,677,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,mitis,Streptococcus mitis,B6,Streptococcus_mitis_B6.mat                               ,SEQF1067,365659,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/165/GCF_000027165.1_ASM2716v1,'GCF_000027165.1',1090,677,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,mitis,Streptococcus mitis,NCTC 12261,Streptococcus_mitis_NCTC_12261.mat                       ,SEQF1068,246201,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/585/GCF_000148585.1_ASM14858v1,'GCF_000148585.1',510,677,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,dentisani,Streptococcus mitis biovar 2,SK95,Streptococcus_mitis_biovar_2_SK95.mat                    ,SEQF1999,1000588,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/705/GCF_000222705.1_ASM22270v2,'GCF_000222705.1',23051,398,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis,Streptococcus infantarius subsp. infantarius,ATCC BAA-102,Streptococcus_infantarius_infantarius_ATCC_BAA-102.mat   ,SEQF1924,471872,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/985/GCF_000154985.1_ASM15498v1,'GCF_000154985.1',1699,638,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis,Streptococcus infantis,X,Streptococcus_infantis_X.mat                             ,SEQF2216,997830,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/335/GCF_000223335.1_ASM22333v2,'GCF_000223335.1',28906,638,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis,Streptococcus oralis,"ATCC 35037, SK23, NCTC11427",Streptococcus_oralis_ATCC_35037.mat                      ,SEQF1917,655813,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/565/GCF_000148565.1_ASM14856v1,'GCF_000148565.1',2791,707,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis,Streptococcus oralis,Uo5,Streptococcus_oralis_Uo5.mat                             ,SEQF2005,927666,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/155/GCF_000253155.1_ASM25315v1,'GCF_000253155.1',3717,707,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp. oral taxon 070,Streptococcus sp. oral taxon 070,F0441,Streptococcus_oral_taxon_070_F0441.mat                   ,SEQF1888,999424,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/775/GCF_000314775.2_Strept_sp_F0441_V1,'GCF_000314775.2',28937,70,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp. oral taxon 058,Streptococcus sp. oral taxon 058,F0407,Streptococcus_oral_taxon_058_F0407.mat                   ,SEQF1704,861455,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/485/GCF_000235485.1_ASM23548v1,'GCF_000235485.1',27836,58,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,tigurinus,Streptococcus sp. oral taxon 071,"73H25AP, F0408",Streptococcus_oral_taxon_071_73H25AP.mat                 ,SEQF1913,864570,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/755/GCF_000146755.1_ASM14675v1,'GCF_000146755.1',3453,71,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sanguinis,Streptococcus sanguinis,SK36,Streptococcus_sanguinis_SK36.mat                         ,SEQF1070,1305,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/805/GCF_001071805.1_ASM107180v1,'GCF_001071805.1',1182,758,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis II,Streptococcus parasanguinis II,F0405,Streptococcus_parasanguinis_II_F0405.mat                 ,SEQF1702,905067,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/180/035/GCF_000180035.1_ASM18003v1,'GCF_000180035.1',3665,411,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis I,Streptococcus parasanguinis,ATCC 15912,Streptococcus_parasanguinis_ATCC_15912.mat               ,SEQF1919,760570,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/675/GCF_000164675.2_ASM16467v2,'GCF_000164675.2',3258,721,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp. oral taxon 066,Streptococcus sp. oral taxon 066,F0442,Streptococcus_oral_taxon_066_F0442.mat                   ,SEQF1889,999425,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/795/GCF_000314795.2_Strept_sp_F0442_V1,'GCF_000314795.2',28938,66,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,australis,Streptococcus australis,ATCC 700641,Streptococcus_australis_ATCC_700641.mat                  ,SEQF2020,888833,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/465/GCF_000186465.1_ASM18646v1,'GCF_000186465.1',3629,73,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,peroris,Streptococcus peroris,ATCC 700780,Streptococcus_peroris_ATCC_700780.mat                    ,SEQF2000,888746,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/585/GCF_000187585.1_ASM18758v1,'GCF_000187585.1',3605,728,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,cristatus,Streptococcus cristatus,ATCC 51100,Streptococcus_cristatus_ATCC_51100.mat                   ,SEQF1997,889201,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/855/GCF_000187855.1_ASM18785v1,'GCF_000187855.1',3631,578,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp. oral taxon 056,Streptococcus sp. oral taxon 056,F0418,Streptococcus_oral_taxon_056_F0418.mat                   ,SEQF1847,904294,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/065/GCF_000220065.1_ASM22006v1,'GCF_000220065.1',28240,56,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,gordonii,Streptococcus gordonii,"Challis CH1, ATCC 35105, NCTC7868",Streptococcus_gordonii_Challis_CH1.mat                   ,SEQF1066,467705,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/005/GCF_000017005.1_ASM1700v1,'GCF_000017005.1',1638,622,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Streptococcus salivarius,"CCHSS3, JIM8780",Streptococcus_salivarius_JIM8780.mat                     ,SEQF1367,1081659,Not Found,[],26458,755,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Streptococcus salivarius,SK126,Streptococcus_salivarius_SK126.mat                       ,SEQF1843,596322,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/715/GCF_000174715.1_ASM17471v1,'GCF_000174715.1',2607,755,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,vestibularis,Streptococcus vestibularis,F0396,Streptococcus_vestibularis_F0396.mat                     ,SEQF1705,904306,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/180/075/GCF_000180075.1_ASM18007v1,'GCF_000180075.1',3655,21,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oligofermentans,Streptococcus oligofermentans,AS 1.3089,Streptococcus_oligofermentans_AS_1.3089.mat              ,SEQF2520,1302863,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/385/925/GCF_000385925.1_ASM38592v1,'GCF_000385925.1',31933,886,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,intermedius,Streptococcus intermedius,F0413,Streptococcus_intermedius_F0413.mat                      ,SEQF1703,883167,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/234/035/GCF_000234035.1_Stre_inte_F0413_V1,'GCF_000234035.1',28051,644,
